CLAIMNUM,STATE,CLASS,PAID
27433,STATE 15,C7B,773.15
16275,STATE 04,C71,763.07
15551,STATE 02,C1B,760.55
23697,STATE 02,C71,746.63
15670,STATE 06,C7B,730.83
8831,STATE 15,C7 ,711.56
2662,STATE 04,F7 ,705
12785,STATE 15,C1 ,701.05
20677,STATE 15,C71,700
33513,STATE 15,C71,700
2838,STATE 02,C7B,691.13
2154,STATE 02,C7B,636.78
20471,STATE 15,C7 ,628.08
1092,STATE 03,C1B,603.29
26506,STATE 07,C7A,600
4188,STATE 10,C7 ,564.66
33033,STATE 06,C7 ,554.55
23543,STATE 14,C1 ,545.3
28342,STATE 02,C7 ,530.64
5956,STATE 15,C71,514
31752,STATE 06,C11,513.24
14147,STATE 15,C71,512.09
27749,STATE 15,C7 ,497.7
20148,STATE 04,C71,495.92
12544,STATE 15,C71,490.6
334,STATE 04,F71,482.35
12131,STATE 04,C7B,462
30683,STATE 07,C71,457.51
5376,STATE 17,C71,450.08
18683,STATE 02,C71,445.05
20850,STATE 15,C71,443.58
3921,STATE 02,C1 ,440.31
10038,STATE 02,C7 ,430.42
31903,STATE 10,C7 ,414.45
14167,STATE 12,C71,404.15
2157,STATE 07,C7 ,393.86
16568,STATE 17,C7B,384.9
34055,STATE 07,C71,382.01
26773,STATE 12,C71,361.73
640,STATE 10,C7B,350
19692,STATE 15,C11,321.13
10288,STATE 15,C71,289.96
22136,STATE 01,C7 ,280
7309,STATE 07,C7A,276.02
19964,STATE 12,C1B,273.58
26580,STATE 12,C1 ,273.29
10038,STATE 07,C7 ,266.38
3874,STATE 06,C1 ,253.86
15072,STATE 03,C71,250
17286,STATE 02,C71,243.11
34055,STATE 15,C71,230
13034,STATE 15,C11,226.56
28737,STATE 12,C11,224.23
30634,STATE 04,C72,223
13978,STATE 15,C11,189.9
31507,STATE 15,C11,187.5
11258,STATE 06,C7B,176.2
15529,STATE 15,C1B,160
1170,STATE 02,F7 ,152.13
18071,STATE 04,C7C,144.19
4684,STATE 03,C1 ,126.1
29837,STATE 15,C2 ,123.96
33882,STATE 02,C71,85
18765,STATE 15,C7B,17067.32
22446,STATE 15,C11,10652.59
24933,STATE 06,C11,9964.08
14610,STATE 06,C1B,9183.55
30382,STATE 03,C7B,8520.94
5829,STATE 15,C7B,7836.7
21521,STATE 12,C2 ,6390.19
33466,STATE 15,C1 ,5985.57
18847,STATE 15,C71,5838.03
11289,STATE 12,C1B,5713.08
16495,STATE 01,C7B,5556.75
12003,STATE 02,C11,5039.73
17709,STATE 17,F71,4593.43
10038,STATE 17,C71,4414.08
16556,STATE 10,C1 ,4313.68
25198,STATE 02,C71,4286.57
15557,STATE 15,C7B,4259.76
29762,STATE 06,C1 ,3994.66
26738,STATE 06,C71,3777.64
9582,STATE 15,C7C,3662.96
28157,STATE 15,C71,3597.83
8381,STATE 15,C1B,3566.59
19414,STATE 02,C11,3472
3810,STATE 03,C1 ,3403.09
30948,STATE 02,C71,3328.93
20071,STATE 02,C11,3224.72
1996,STATE 15,C7B,2918
30919,STATE 14,C7 ,2883.84
9792,STATE 15,C71,2805.73
23020,STATE 02,C1B,2712.61
23795,STATE 06,C1 ,2688
33697,STATE 15,C11,2674
31816,STATE 17,C71,2593.89
18644,STATE 15,C1B,2586.45
22335,STATE 01,C2 ,2525.2
3699,STATE 02,C71,2465.08
29857,STATE 06,C1 ,2399.01
15791,STATE 10,C1 ,2354.22
16843,STATE 02,C7B,2340.05
23559,STATE 15,C7 ,2265.83
25010,STATE 06,C1 ,2171.25
19414,STATE 02,C7B,2166.3
22190,STATE 15,C11,2163.98
7996,STATE 15,C1 ,2151.66
14366,STATE 06,C7 ,2125.09
32036,STATE 04,C7 ,2068.44
18950,STATE 13,C1B,2000
14992,STATE 06,C7 ,1907
11296,STATE 03,C71,1791.85
10895,STATE 14,C1 ,1760.12
31279,STATE 15,C11,1739.92
29561,STATE 12,C72,1739.28
4695,STATE 06,C71,1730
30901,STATE 02,C1 ,1717.37
11199,STATE 15,C1 ,1696.26
24233,STATE 04,C71,1644.2
7035,STATE 15,C7B,1636.16
3915,STATE 03,C1 ,1595.17
15848,STATE 15,C1 ,1591.32
14174,STATE 02,C71,1535.01
2159,STATE 15,C7B,1506
28835,STATE 01,C1 ,1483.34
2755,STATE 02,C72,1448.59
33307,STATE 17,C7 ,1444.17
11456,STATE 06,C7A,1441
21369,STATE 17,C71,1433.77
6492,STATE 17,C71,1430.43
32075,STATE 01,C1 ,1405
32582,STATE 14,F71,1395.14
11269,STATE 15,C72,1390.16
29447,STATE 02,C1C,1352.01
33591,STATE 06,C7B,1325.64
33125,STATE 15,C7A,1302.5
22446,STATE 10,C1A,1291.48
19293,STATE 04,C7A,1268.37
31165,STATE 02,C11,1266.44
18271,STATE 15,C7A,1243.73
33328,STATE 12,C1B,1240.84
16605,STATE 02,C1 ,1231.03
25871,STATE 07,C71,1191.58
3667,STATE 03,C1 ,1185.83
16709,STATE 03,C71,1168.75
17416,STATE 15,C7B,1167.44
4188,STATE 15,C7B,1156.05
9131,STATE 14,F71,1118.73
2662,STATE 04,C71,1104.29
29167,STATE 17,C7 ,1090.49
1295,STATE 04,C72,1068.71
32591,STATE 15,C72,1055.23
10758,STATE 12,C1B,1049.08
152,STATE 07,F71,1035.03
27739,STATE 01,C1B,1025.44
13571,STATE 15,C11,1015.21
31858,STATE 15,C11,1014.98
14740,STATE 02,C7B,1012.89
19477,STATE 15,C71,1011.97
21632,STATE 15,C7C,981.57
21455,STATE 15,C72,973.2
12121,STATE 15,C1B,960.82
10758,STATE 04,C7B,956.49
27599,STATE 15,C71,941.51
18985,STATE 04,C71,934.69
32518,STATE 02,C7 ,885.5
9827,STATE 17,C71,874.97
24258,STATE 13,C71,869.51
33553,STATE 01,C1 ,868.15
25585,STATE 07,C71,840.73
15551,STATE 02,F71,838.37
14272,STATE 15,C1A,821.46
96,STATE 15,C7B,793.09
31826,STATE 06,C7A,786.4
16917,STATE 02,C71,774.08
15551,STATE 15,C7B,768.66
631,STATE 06,C1B,758.65
17144,STATE 04,C71,756.42
852,STATE 04,C7 ,739.87
5829,STATE 15,C7B,735.11
16409,STATE 04,F71,720.53
19422,STATE 15,F7 ,712.96
3906,STATE 02,C7 ,712.84
19477,STATE 04,C72,710.11
10862,STATE 15,C1 ,708
28209,STATE 04,C7 ,706.88
26870,STATE 15,C71,705.29
4296,STATE 02,C71,702.1
14740,STATE 15,C7C,699.19
13718,STATE 02,C1A,695.56
3324,STATE 17,C71,677.43
10329,STATE 14,C1B,668.12
24228,STATE 17,C71,660.32
1339,STATE 15,C7B,655.16
23933,STATE 04,C7 ,648.16
17416,STATE 17,C71,634.14
20071,STATE 15,C7 ,625.79
22886,STATE 02,C71,609.01
17286,STATE 10,C1 ,589.88
13978,STATE 15,C71,589.58
32591,STATE 02,C7B,588.56
23552,STATE 15,C7 ,562.15
19090,STATE 02,C71,561.23
31507,STATE 02,C7 ,559.9
1078,STATE 02,C71,556.54
15457,STATE 13,F11,545.35
10226,STATE 13,C11,537.77
34210,STATE 04,C71,535.3
3848,STATE 15,C7A,520.96
10758,STATE 01,C71,500
10575,STATE 04,F7 ,498.38
5956,STATE 03,C7A,493.27
7930,STATE 15,C71,491.1
7883,STATE 15,C11,490.53
24933,STATE 02,C7 ,488.6
14144,STATE 07,C71,482.09
28310,STATE 06,C1A,478.81
26748,STATE 15,C1A,478.64
5284,STATE 17,C7 ,466.99
19619,STATE 06,C2 ,459.43
18271,STATE 15,C7B,452.54
23308,STATE 04,C71,447.19
15414,STATE 02,C7 ,444.69
4799,STATE 04,C7B,425.21
23879,STATE 15,C11,410
32259,STATE 15,C11,400.62
14859,STATE 03,C1 ,390.03
8723,STATE 03,C1 ,372.96
31389,STATE 04,C71,364.58
155,STATE 04,C7 ,352.42
27954,STATE 04,C7B,345.7
24228,STATE 04,F7 ,338.3
22923,STATE 13,C71,329.85
28887,STATE 02,F71,322.51
33624,STATE 06,C1 ,315.3
31413,STATE 02,C7 ,308
26677,STATE 03,C7 ,302.54
33498,STATE 03,C1 ,280.03
9758,STATE 02,C1B,267.25
32194,STATE 03,C7B,265.24
18204,STATE 15,C7B,259.41
20135,STATE 15,C1 ,257.2
8846,STATE 15,C1B,254.46
17144,STATE 06,C7 ,239.2
16755,STATE 01,C7B,220.8
25378,STATE 01,F71,219.89
18142,STATE 02,C7B,216.52
33687,STATE 07,C7 ,175
25680,STATE 01,C1A,171.97
29187,STATE 15,C7C,153.18
14740,STATE 02,C1B,129.86
15161,STATE 02,C7B,128.6
11763,STATE 04,C7B,125.53
22199,STATE 02,C1 ,116.37
361,STATE 15,C1B,105.31
18985,STATE 01,C7B,90.92
22687,STATE 02,C1B,20047.78
12185,STATE 15,C71,10912.06
33882,STATE 13,C11,10391.52
11873,STATE 02,C7 ,10264.47
2013,STATE 15,C71,7339.68
3324,STATE 06,C7B,6942.54
23151,STATE 07,C7B,6517
8354,STATE 15,C71,5346.94
4684,STATE 13,C1 ,5313.8
13304,STATE 15,C1B,4920
32994,STATE 02,C7B,4807.95
21970,STATE 04,C7B,4610.48
14845,STATE 15,C71,4551.35
5956,STATE 06,C1 ,4341.94
7723,STATE 10,C7 ,4014.15
22108,STATE 02,C11,3842.37
30548,STATE 02,C11,3803.39
1295,STATE 15,C1 ,3782.22
9647,STATE 06,C7A,3750
21455,STATE 02,C71,3670.52
33015,STATE 03,C11,3482.79
9047,STATE 04,C7B,3482.63
3902,STATE 07,C7B,3437.36
30436,STATE 04,C7C,3382.2
27954,STATE 15,C7B,3223.5
5252,STATE 02,C7 ,3086.95
2655,STATE 15,C1B,3072.49
3717,STATE 15,C71,2905.94
6680,STATE 15,C7B,2875.49
11030,STATE 03,C7B,2784.11
11733,STATE 15,C7 ,2765.27
14315,STATE 12,C71,2630.5
17185,STATE 01,C7 ,2573.54
20975,STATE 13,C11,2510.38
2349,STATE 02,C7B,2429.34
2027,STATE 15,C7 ,2386.46
19260,STATE 06,C11,2366.28
18774,STATE 15,C7B,2330.16
7160,STATE 15,C71,2264.69
32056,STATE 02,C11,2192.2
33617,STATE 10,C11,2176.58
29169,STATE 04,C7 ,2128.29
20864,STATE 04,C71,2100
24090,STATE 06,C1 ,2094.82
33744,STATE 15,C1B,2008.16
17539,STATE 02,C11,1897.85
11936,STATE 02,C1 ,1876.31
14740,STATE 15,C71,1875
6571,STATE 15,C7B,1861.83
28607,STATE 15,C11,1858.99
1186,STATE 15,F71,1806.09
10226,STATE 03,C1 ,1789.33
23658,STATE 15,C1B,1776.47
25435,STATE 10,C71,1735.48
27248,STATE 15,C7 ,1690.06
12185,STATE 02,C7B,1671.48
30164,STATE 01,C11,1669.4
20135,STATE 13,C11,1662.63
8434,STATE 15,C1 ,1620.64
30683,STATE 15,C7 ,1595.82
7035,STATE 02,C7 ,1530.22
23748,STATE 02,C71,1523.47
17286,STATE 17,C71,1497.41
25438,STATE 04,C7C,1455.22
22361,STATE 04,C71,1410.84
3067,STATE 15,C7B,1400
18065,STATE 06,C11,1395.42
28137,STATE 07,C71,1325.54
19877,STATE 12,C11,1315.17
22962,STATE 07,C71,1314.46
30263,STATE 15,C7A,1312.52
32207,STATE 02,C1 ,1297.33
8771,STATE 13,C1 ,1292.93
29561,STATE 15,C7 ,1285.58
5800,STATE 15,C71,1276
24521,STATE 15,C7 ,1262.99
19090,STATE 04,C7 ,1250
30925,STATE 15,C11,1240.52
31675,STATE 15,C7B,1238.39
1445,STATE 02,C11,1221.73
19877,STATE 15,C11,1209.89
34085,STATE 15,C7 ,1200
29218,STATE 14,C71,1197.32
19422,STATE 06,C1 ,1189.85
23748,STATE 15,C71,1189.76
31903,STATE 06,C7B,1160.56
33328,STATE 15,C1B,1152.26
9653,STATE 15,C7 ,1130.8
18674,STATE 13,C71,1126.69
3562,STATE 02,C11,1114.63
700,STATE 15,C1A,1110.53
8354,STATE 10,C7B,1086.8
20945,STATE 15,C7B,1061.28
5152,STATE 13,C1B,1054.91
12598,STATE 10,C7B,1029.88
19425,STATE 15,C7B,1018.5
24594,STATE 15,C7B,1017.39
18683,STATE 04,C7B,1000.6
17539,STATE 14,C1B,1000
14375,STATE 17,C7B,992.48
9555,STATE 06,C11,979.5
3257,STATE 15,C1B,957.98
33015,STATE 15,C71,948.94
24771,STATE 12,C11,947.84
22335,STATE 06,C71,936.07
21928,STATE 13,C1A,930.2
28753,STATE 03,C71,926.2
12221,STATE 02,C11,922.58
5758,STATE 02,C7B,901.5
16295,STATE 15,C11,898.97
2349,STATE 15,C1B,897.26
29187,STATE 07,C71,894.06
19619,STATE 02,C71,891.95
17185,STATE 15,C11,888.11
22318,STATE 02,C1 ,862.24
5718,STATE 15,C2 ,851.2
33047,STATE 17,C71,842.66
16495,STATE 06,C1 ,842.62
2496,STATE 02,C7 ,840.11
32594,STATE 15,C11,830.92
28862,STATE 17,C7 ,824.78
28551,STATE 15,C11,823.17
3465,STATE 06,C1 ,810.73
4202,STATE 17,C7 ,804.29
22462,STATE 06,C7 ,790.94
18204,STATE 04,C71,784.79
33750,STATE 15,C72,783.74
12847,STATE 04,C7B,777.53
11330,STATE 15,C1B,767.54
23151,STATE 15,C11,765.24
15369,STATE 11,C71,756.78
24385,STATE 06,C1 ,743.49
3902,STATE 12,C1 ,740.11
19796,STATE 02,C1 ,738.34
9704,STATE 02,C71,726.48
28766,STATE 02,C7B,709.64
8416,STATE 14,C7 ,706.49
27470,STATE 02,C71,705.64
3093,STATE 02,C71,705.63
18215,STATE 02,C71,689.17
15072,STATE 17,C72,685.84
32556,STATE 02,C7 ,684.15
27599,STATE 15,C11,677.36
22728,STATE 02,C71,673.49
16924,STATE 06,C1 ,672.91
20864,STATE 02,C7A,672.34
8428,STATE 10,C7A,667.19
20050,STATE 15,C7 ,663.2
23191,STATE 14,C71,659.74
2314,STATE 14,C11,650.55
1996,STATE 04,C71,630.35
5376,STATE 17,C7 ,627.89
3532,STATE 02,C1 ,616.14
1186,STATE 06,C1 ,614.66
2755,STATE 15,C7 ,613.97
14279,STATE 14,C11,599.02
5718,STATE 02,C71,580.71
17363,STATE 15,C7C,580.04
1062,STATE 17,C71,576.61
20900,STATE 13,C7B,539.01
17840,STATE 15,C1 ,534.83
22923,STATE 02,C7B,533.19
29440,STATE 04,C71,518.26
25060,STATE 15,C11,518.09
16709,STATE 07,C7 ,518
16665,STATE 04,C7B,499
18204,STATE 01,C1 ,496.58
18501,STATE 06,C1A,494.32
30384,STATE 04,C71,490.48
20900,STATE 02,C7 ,468.37
10226,STATE 15,C7B,457.04
1104,STATE 10,C7B,445.68
12121,STATE 15,C11,435.72
23764,STATE 02,C1 ,435.27
8748,STATE 15,C71,435.24
25010,STATE 10,C11,432.66
19477,STATE 04,C7 ,429.37
29962,STATE 02,F7 ,425.74
29884,STATE 15,F71,420.91
18071,STATE 15,C7 ,420
24461,STATE 15,C7B,414.75
25198,STATE 02,C1B,414.67
5745,STATE 04,C71,393.71
26534,STATE 15,C71,389.89
26338,STATE 15,C11,388.18
21562,STATE 02,C7B,374.37
33883,STATE 15,C7 ,366.88
8826,STATE 15,F71,365.56
9172,STATE 07,C7B,365.45
24672,STATE 06,C11,350
6543,STATE 15,C11,335.91
14351,STATE 15,C71,329.61
12131,STATE 10,C7A,320.63
7498,STATE 03,C1 ,310
18353,STATE 15,C7B,265.1
33277,STATE 15,C7 ,250
29167,STATE 06,C71,243.33
32751,STATE 17,C71,240.53
1092,STATE 03,C71,222.15
26769,STATE 15,C7B,216.51
31052,STATE 07,C7 ,155.04
4789,STATE 02,C71,152.66
8723,STATE 03,C1 ,145
21521,STATE 15,C71,120.91
3995,STATE 06,C7 ,116.66
27954,STATE 15,C71,112.14
15143,STATE 15,C11,97.7
24750,STATE 17,C71,22885.86
16462,STATE 17,C71,15491.64
33125,STATE 02,C7B,14716.81
5208,STATE 02,C7 ,10059.46
19686,STATE 14,C1 ,8574.48
13160,STATE 15,C7C,8146.07
3147,STATE 01,C71,8144.41
16958,STATE 04,C71,7522.19
10206,STATE 10,C11,7362.41
23471,STATE 15,C11,7063.69
7477,STATE 06,C1 ,6630.91
8826,STATE 04,C7 ,6000.37
21404,STATE 15,C7B,5977.12
24251,STATE 06,C1B,5454.3
20071,STATE 10,C7B,5273.38
5666,STATE 15,C71,5256.75
8420,STATE 15,C71,4902.06
27812,STATE 07,C72,4634.62
24933,STATE 15,C1B,4465.03
11301,STATE 06,C1 ,4449.39
33498,STATE 06,C7B,4335.38
25659,STATE 04,C71,4300
31584,STATE 15,C1B,4082.91
20264,STATE 04,C71,4019.32
32118,STATE 17,C71,3905.09
1590,STATE 04,C71,3762.24
32026,STATE 14,C1 ,3451.91
30919,STATE 06,C7 ,3442.43
24521,STATE 15,C71,3274.35
25435,STATE 15,C7A,3227.06
18396,STATE 06,C7B,3138.91
2492,STATE 02,C7 ,3105.06
700,STATE 10,F71,3049.27
2879,STATE 02,C11,2875
26697,STATE 07,C72,2843.51
32013,STATE 17,C7A,2780
9437,STATE 15,C11,2751.55
23552,STATE 04,C7A,2723.67
26562,STATE 15,C71,2674.62
29420,STATE 03,C71,2544.87
18233,STATE 15,C11,2530.88
21310,STATE 02,C11,2477
12495,STATE 06,C7 ,2475.55
23069,STATE 15,C1B,2474.41
30826,STATE 10,C7B,2471.81
18824,STATE 15,C72,2468.1
24959,STATE 02,C7B,2454.75
29615,STATE 10,C1 ,2435.85
3298,STATE 12,C7B,2415.22
26916,STATE 17,C71,2378.89
33865,STATE 06,C11,2371.69
6024,STATE 15,C71,2362.48
10960,STATE 15,C7B,2115.8
3252,STATE 15,C71,2102.93
21310,STATE 15,C7B,2058.73
21537,STATE 06,C7B,2045.43
34189,STATE 03,C7 ,2044.64
29414,STATE 15,C7 ,1995.85
27812,STATE 15,C71,1991.38
14272,STATE 06,C2 ,1974.82
27812,STATE 04,C72,1943.27
23471,STATE 15,C7 ,1893.3
15529,STATE 07,C71,1890
14211,STATE 06,C11,1865.35
640,STATE 02,C11,1819.17
30027,STATE 17,C7 ,1801.24
17488,STATE 15,C1B,1764.2
1918,STATE 03,C7 ,1720.9
16958,STATE 15,C7B,1709.44
28784,STATE 17,C7 ,1688.9
29440,STATE 10,C7B,1652.25
18400,STATE 15,C1B,1616.01
22114,STATE 15,C71,1605.1
24594,STATE 12,C7B,1575.03
4935,STATE 17,C7B,1567.05
6330,STATE 02,C7 ,1557.61
23472,STATE 15,C7B,1515.46
16709,STATE 15,C11,1500.94
23129,STATE 17,C7B,1499.08
29490,STATE 15,C7B,1498.2
26580,STATE 04,C71,1478.59
10288,STATE 04,F71,1476.15
32156,STATE 03,C7B,1469.03
10329,STATE 10,C11,1468.3
13160,STATE 11,C71,1455
26338,STATE 02,C7B,1402.38
4929,STATE 02,F71,1395.26
14975,STATE 02,C1B,1365.06
20687,STATE 04,C7A,1357.83
6434,STATE 12,C7 ,1357.79
2159,STATE 03,C11,1285.59
11456,STATE 17,C7 ,1272.79
10758,STATE 13,C11,1261.89
5900,STATE 04,C72,1254.8
6642,STATE 15,C1 ,1246.8
29490,STATE 02,C1B,1242.8
15670,STATE 15,C11,1224.98
11733,STATE 15,C71,1204.25
5514,STATE 06,C7C,1193.32
16721,STATE 06,C7B,1188.63
32207,STATE 15,C71,1167.93
27470,STATE 03,C1B,1159.07
22108,STATE 15,C1B,1135.89
18576,STATE 15,C7 ,1125.84
17020,STATE 15,C71,1123.7
28519,STATE 17,C71,1102.55
9410,STATE 02,F7 ,1091.18
26452,STATE 04,C7B,1071.88
20695,STATE 15,C11,1069.03
10206,STATE 13,C7 ,1008.12
29420,STATE 15,C71,1004.07
26270,STATE 13,C7 ,1002.01
2599,STATE 14,C71,997.98
29720,STATE 10,C1 ,985.7
23548,STATE 15,C1B,983.75
3252,STATE 02,C1B,962.13
17707,STATE 04,C7 ,961.88
8822,STATE 06,C7 ,957.68
4196,STATE 15,C7B,938.15
12935,STATE 15,C1B,917.8
616,STATE 06,C1 ,914.81
26613,STATE 15,C71,905.3
15990,STATE 15,F7 ,891.16
12221,STATE 13,C11,882.43
27813,STATE 15,C71,881.93
24062,STATE 10,C7B,876
10129,STATE 02,C11,875
11134,STATE 15,C7B,873.05
25602,STATE 15,C1 ,864.92
21404,STATE 13,C71,862.5
7217,STATE 15,C7 ,852
22361,STATE 15,C72,832.88
32075,STATE 12,C11,826.2
2023,STATE 06,C11,825.75
30759,STATE 04,C71,813.03
23200,STATE 01,C7 ,800
16445,STATE 06,C1 ,790.31
29609,STATE 04,C7C,785.12
33865,STATE 02,C71,781.8
3810,STATE 15,C1B,777.06
25732,STATE 02,C71,773.19
32120,STATE 04,C7 ,772.9
1918,STATE 15,C71,757.85
15457,STATE 03,C71,747.81
21632,STATE 15,F71,735
2178,STATE 03,C1 ,719.83
26773,STATE 17,C72,715.37
12132,STATE 02,C71,715
2470,STATE 15,C71,713.42
2599,STATE 02,C2 ,699.6
32056,STATE 15,F1 ,694.44
33451,STATE 04,C71,686.67
17163,STATE 06,C7 ,680.67
20471,STATE 17,C7A,674.3
26347,STATE 10,C7A,664.41
15425,STATE 15,C1 ,663.04
5376,STATE 15,C71,657.54
4925,STATE 07,C7B,651.82
11308,STATE 06,C71,651.52
21426,STATE 07,C7 ,644.68
17286,STATE 06,C7 ,629.78
8354,STATE 15,C7 ,616.07
34253,STATE 02,C71,613.19
26080,STATE 15,C1 ,611.81
14105,STATE 07,C7 ,601.13
19042,STATE 15,C1 ,583.96
155,STATE 15,C7B,575.42
29765,STATE 13,C71,563.79
31752,STATE 07,C71,537.88
3446,STATE 07,C7 ,498.32
28519,STATE 07,C7 ,494.06
30588,STATE 12,C1 ,480.36
26989,STATE 10,C7A,477.9
24865,STATE 13,C7C,470.37
5340,STATE 04,C7B,467.1
26748,STATE 15,C1B,446.47
24521,STATE 15,C7B,445.94
14366,STATE 17,C7 ,433.82
29962,STATE 03,C1B,426.54
31389,STATE 02,C7 ,418.18
19964,STATE 15,C71,396.02
29962,STATE 15,C71,384.41
22962,STATE 04,C71,381.93
25060,STATE 15,C11,377.58
9604,STATE 06,C7 ,375.96
7704,STATE 03,C7 ,367.9
5954,STATE 04,C7 ,365.12
31063,STATE 02,C11,345.08
25516,STATE 15,C1 ,339.92
27812,STATE 03,C1 ,338.31
31976,STATE 15,C1B,338.31
16137,STATE 10,C7 ,334.8
24258,STATE 15,C71,332.55
25283,STATE 02,C7C,328.57
9203,STATE 15,C11,322.83
24745,STATE 06,C71,321.62
22687,STATE 13,C11,319
6543,STATE 15,C7B,318.06
32036,STATE 07,C7 ,316.37
29884,STATE 04,C71,313.71
26310,STATE 17,C71,313.25
32059,STATE 06,C1 ,306.85
14105,STATE 06,C1B,305.11
30588,STATE 17,C71,294.63
33865,STATE 03,C1A,291.29
32059,STATE 15,C1 ,288.65
29406,STATE 15,C1B,282.2
20167,STATE 04,C71,265.85
5560,STATE 02,C7B,265.64
17732,STATE 01,C7 ,252.89
26347,STATE 13,C71,250
15143,STATE 06,C71,241.4
27638,STATE 01,C1 ,237.89
17841,STATE 15,C7 ,211.53
28791,STATE 17,C7B,208.01
4593,STATE 06,C7B,196.84
6323,STATE 17,C71,196.13
33591,STATE 07,C71,174.16
16697,STATE 15,C71,164.33
25659,STATE 04,C7 ,160.58
20755,STATE 13,C1A,145.75
7477,STATE 15,C11,140.21
11117,STATE 06,C71,113.45
19414,STATE 07,C71,26.23
7217,STATE 04,C7B,11093.69
27711,STATE 06,C7C,10451.04
14404,STATE 13,C7 ,10432.47
23129,STATE 17,C71,10358.18
26345,STATE 06,C71,7859
23098,STATE 17,C71,7318.4
16100,STATE 15,F71,7197.4
29609,STATE 17,C7 ,7108.76
21809,STATE 02,C1B,6356.9
30919,STATE 06,C1 ,6205.66
33015,STATE 04,C7 ,6145.45
32518,STATE 07,C7B,5696.74
16532,STATE 02,F71,5448.32
34253,STATE 07,C71,5275.46
5547,STATE 02,C11,5244.93
14351,STATE 04,C7B,5233.99
8428,STATE 02,C7B,5134.29
28209,STATE 03,C1 ,5082.13
12239,STATE 17,C7B,4854.55
31125,STATE 15,C11,4451.8
2838,STATE 07,C7B,4355.64
24295,STATE 17,C7B,4320.28
2159,STATE 07,C7B,3924.13
11016,STATE 15,C11,3911.44
28220,STATE 15,C7B,3844.34
20918,STATE 17,C7B,3820.97
12510,STATE 17,C7 ,3732.91
32120,STATE 06,C7 ,3630.97
7667,STATE 04,C71,3610.7
1339,STATE 15,C1 ,3534.16
8424,STATE 07,C7B,3519.15
5956,STATE 02,C7B,3326.62
2492,STATE 15,C11,3296.47
17163,STATE 01,C11,3222.45
4935,STATE 15,C1 ,3110.79
5882,STATE 15,C1B,2945.22
1740,STATE 07,C7B,2891.32
31218,STATE 15,C1 ,2836.4
26798,STATE 03,C7 ,2675
18773,STATE 02,C1B,2668.4
15528,STATE 17,C72,2643.26
25060,STATE 15,C7B,2581.07
5800,STATE 15,C7 ,2498.06
26239,STATE 01,C1 ,2484.38
18773,STATE 06,C1 ,2398.8
14697,STATE 15,C7A,2370.58
31752,STATE 07,C7 ,2342.1
18553,STATE 04,C72,2332.12
18576,STATE 02,C71,2240.97
27202,STATE 17,C71,2211.25
21633,STATE 02,C71,2180
2314,STATE 02,C71,2113.65
4517,STATE 17,C71,2093.62
16327,STATE 02,C1B,2065
32751,STATE 15,C1B,1993.37
28784,STATE 01,C7 ,1930.21
29962,STATE 10,C71,1820.4
31413,STATE 15,C7 ,1791.87
21161,STATE 02,C71,1751.23
8152,STATE 02,C1A,1733.4
6492,STATE 13,C1B,1704.42
28329,STATE 06,C1B,1683.41
25562,STATE 12,C7B,1655.67
15432,STATE 04,C71,1641.81
29884,STATE 06,C7 ,1636.11
22057,STATE 10,C7B,1590.34
18318,STATE 15,C71,1581.64
33587,STATE 02,C1 ,1563.5
29490,STATE 02,C7B,1562.29
3532,STATE 17,C71,1541.96
96,STATE 17,C7B,1539.85
32259,STATE 15,C1B,1535
22136,STATE 02,C72,1531.33
15161,STATE 02,F71,1511.79
18298,STATE 12,C7 ,1477.44
26247,STATE 06,C11,1462.72
9714,STATE 04,F71,1445.95
25198,STATE 06,C1 ,1379.11
10862,STATE 02,C7 ,1354.03
30901,STATE 17,F7 ,1331.97
14565,STATE 04,C7 ,1320.02
26919,STATE 04,C71,1318.72
18255,STATE 15,C7B,1289.93
33150,STATE 15,F71,1279.57
9203,STATE 02,C7 ,1272.76
30932,STATE 02,C7 ,1264.6
29720,STATE 15,C11,1250.46
6081,STATE 15,C7 ,1235.43
18671,STATE 15,C72,1222.99
22654,STATE 14,C11,1220.86
26188,STATE 15,C1B,1219.4
33277,STATE 15,C71,1211.34
24896,STATE 17,C7B,1202.08
23101,STATE 06,C7B,1201.46
7999,STATE 15,C1A,1190.51
11301,STATE 12,C7B,1185.68
30901,STATE 10,C7B,1173.25
11914,STATE 06,C7A,1173.25
13143,STATE 10,F71,1157.78
33250,STATE 15,C7A,1140.5
4707,STATE 10,C71,1136.21
3717,STATE 02,C7B,1128.6
25680,STATE 15,C71,1121.57
10895,STATE 04,C7 ,1117.85
27739,STATE 17,C71,1091.93
31383,STATE 14,C11,1086.63
29162,STATE 15,C7B,1076.39
24306,STATE 02,C71,1055.37
4844,STATE 10,C1A,1042.5
19264,STATE 17,C71,1009.03
12545,STATE 01,C1 ,1008.05
21976,STATE 02,C11,1000
13906,STATE 15,C7 ,1000
26316,STATE 02,C7 ,977.4
412,STATE 15,C11,971.11
14084,STATE 02,C7B,955.69
13930,STATE 17,C7B,951.55
21633,STATE 15,C1 ,944.24
3572,STATE 15,C7B,943.68
23098,STATE 01,F71,937.36
12545,STATE 17,C71,914.95
21376,STATE 02,C7B,913.97
18674,STATE 15,C1 ,906.54
20071,STATE 15,C7B,901.8
23191,STATE 15,C1A,895.44
